0,redis-1-11,redis-1-11,1
1,redis-1-11,redis-1-11,1
2,,redis-1-11,1,redis-1-10,1
3,redis-1-11,redis-1-11,1
4,redis-1-11,redis-1-11,1
5,redis-1-11,redis-1-11,1
6,redis-1-11,redis-1-11,1
7,redis-1-11,redis-1-11,1
8,redis-1-11,redis-1-11,1
9,redis-1-11,redis-1-11,1
10,redis-1-11,redis-1-11,1
11,redis-1-11,redis-1-11,1
12,redis-1-11,redis-1-11,1
13,redis-1-11,redis-1-11,1
14,redis-1-11,redis-1-11,1
15,redis-1-11,redis-1-11,3,redis-1-10,2
16,,redis-1-10,4,redis-1-11,4
17,redis-1-10,redis-1-10,4,redis-1-11,3
18,redis-1-11,redis-1-11,4,redis-1-10,3
19,redis-1-11,redis-1-11,4,redis-1-10,3
20,redis-1-11,redis-1-11,4,redis-1-10,3
21,redis-1-10,redis-1-10,4,redis-1-11,3
22,redis-1-10,redis-1-10,4,redis-1-11,3
23,redis-1-10,redis-1-10,4,redis-1-11,3
24,redis-1-10,redis-1-10,5,redis-1-11,3
25,redis-1-10,redis-1-10,4,redis-1-11,3
26,redis-1-10,redis-1-10,4,redis-1-11,3
27,redis-1-10,redis-1-10,4,redis-1-11,3
28,redis-1-10,redis-1-10,5,redis-1-11,3
29,redis-1-10,redis-1-10,4,redis-1-11,3
30,redis-1-10,redis-1-10,5,redis-1-11,3
31,redis-1-10,redis-1-10,4,redis-1-11,3
32,redis-1-10,redis-1-10,5,redis-1-11,3
33,redis-1-10,redis-1-10,4,redis-1-11,3
34,redis-1-10,redis-1-10,4,redis-1-11,3
35,redis-1-10,redis-1-10,5,redis-1-11,3
36,redis-1-10,redis-1-10,5,redis-1-11,3
37,redis-1-10,redis-1-10,4,redis-1-11,3
38,redis-1-10,redis-1-10,4,redis-1-11,3
39,redis-1-10,redis-1-10,4,redis-1-11,3
40,redis-1-10,redis-1-10,4,redis-1-11,3
41,redis-1-10,redis-1-10,4,redis-1-11,3
42,redis-1-10,redis-1-10,4,redis-1-11,3
43,redis-1-10,redis-1-10,4,redis-1-11,3
44,redis-1-10,redis-1-10,4,redis-1-11,3
