0,redis-1-1,redis-1-1,1
1,redis-1-1,redis-1-1,1
2,redis-1-1,redis-1-1,1
3,redis-1-1,redis-1-1,1
4,redis-1-11,redis-1-11,1
5,redis-1-8,redis-1-8,1
6,redis-1-8,redis-1-8,1
7,redis-1-7,redis-1-7,1
8,redis-1-11,redis-1-11,1
9,redis-1-8,redis-1-8,1
10,redis-1-8,redis-1-8,1
11,redis-1-18,redis-1-18,1
12,redis-1-1,redis-1-1,1
13,redis-1-1,redis-1-1,1
14,redis-1-1,redis-1-1,1
15,redis-1-14,redis-1-14,5
16,redis-1-14,redis-1-14,5,redis-1-3,1
17,redis-1-14,redis-1-14,5,redis-1-3,1
18,redis-1-14,redis-1-14,4,redis-1-3,3
19,redis-1-14,redis-1-14,4,redis-1-3,3
20,redis-1-14,redis-1-14,4,redis-1-3,3
21,redis-1-3,redis-1-3,4,redis-1-14,2,redis-1-4,1
22,redis-1-3,redis-1-3,5,redis-1-14,2,redis-1-4,1
23,,redis-1-14,3,redis-1-3,3
24,,redis-1-14,3,redis-1-3,3
25,,redis-1-14,3,redis-1-3,3
26,redis-1-3,redis-1-3,4,redis-1-14,3
27,redis-1-3,redis-1-3,4,redis-1-14,3
28,redis-1-3,redis-1-3,4,redis-1-14,3
29,,redis-1-14,3,redis-1-3,3
30,redis-1-3,redis-1-3,4,redis-1-14,3
31,,redis-1-14,3,redis-1-3,3
32,,redis-1-14,3,redis-1-3,3
33,,redis-1-3,3,redis-1-14,3
34,,redis-1-3,3,redis-1-14,3
35,,redis-1-3,3,redis-1-14,3
36,,redis-1-3,3,redis-1-14,3
37,,redis-1-3,3,redis-1-14,3
38,redis-1-14,redis-1-14,4,redis-1-3,3
39,redis-1-3,redis-1-3,4,redis-1-14,3
40,redis-1-3,redis-1-3,4,redis-1-14,3
41,,redis-1-3,3,redis-1-14,3
42,redis-1-3,redis-1-3,4,redis-1-14,3
43,redis-1-3,redis-1-3,4,redis-1-14,3
44,redis-1-3,redis-1-3,4,redis-1-14,3
