0,,redis-1-10,1,redis-1-12,1
1,redis-1-15,redis-1-15,1
2,redis-1-16,redis-1-16,2
3,redis-1-16,redis-1-16,2
4,redis-1-16,redis-1-16,1
5,redis-1-16,redis-1-16,1
6,redis-1-16,redis-1-16,1
7,redis-1-16,redis-1-16,1
8,redis-1-15,redis-1-15,1
9,redis-1-15,redis-1-15,1
10,redis-1-12,redis-1-12,1
11,redis-1-15,redis-1-15,1
12,redis-1-19,redis-1-19,1
13,redis-1-7,redis-1-7,1
14,redis-1-19,redis-1-19,1
15,redis-1-13,redis-1-13,2,redis-1-19,1
16,redis-1-13,redis-1-13,3
17,redis-1-13,redis-1-13,2
18,redis-1-13,redis-1-13,3
19,redis-1-13,redis-1-13,2
20,redis-1-13,redis-1-13,3
21,redis-1-13,redis-1-13,2
22,redis-1-13,redis-1-13,3
23,redis-1-13,redis-1-13,2
24,redis-1-13,redis-1-13,3
25,redis-1-13,redis-1-13,3
26,redis-1-13,redis-1-13,3
27,redis-1-13,redis-1-13,3
28,redis-1-13,redis-1-13,3
29,redis-1-13,redis-1-13,3
