0,redis-1-11,redis-1-11,4,redis-1-3,1
1,redis-1-11,redis-1-11,4,redis-1-3,1
2,,redis-1-3,1,redis-1-11,1,redis-1-12,1
3,,redis-1-3,1,redis-1-11,1,redis-1-12,1
4,,redis-1-3,1,redis-1-11,1,redis-1-12,1
5,redis-1-12,redis-1-12,2,redis-1-3,1
6,redis-1-12,redis-1-12,2,redis-1-3,1
7,,redis-1-3,1,redis-1-4,1
8,,redis-1-3,1,redis-1-9,1,redis-1-18,1
9,,redis-1-3,1,redis-1-14,1,redis-1-18,1
10,,redis-1-3,1,redis-1-4,1
11,,redis-1-3,1,redis-1-18,1,redis-1-17,1
12,,redis-1-3,1,redis-1-18,1
13,,redis-1-3,1,redis-1-17,1
14,,redis-1-3,1,redis-1-17,1
15,,redis-1-14,4,redis-1-3,4
16,redis-1-14,redis-1-14,4,redis-1-3,3
17,redis-1-14,redis-1-14,7,redis-1-3,1
18,redis-1-14,redis-1-14,7,redis-1-3,5
19,redis-1-14,redis-1-14,7,redis-1-3,5,redis-1-18,1
20,redis-1-14,redis-1-14,7,redis-1-3,5,redis-1-4,1
21,redis-1-14,redis-1-14,8,redis-1-3,5,redis-1-18,1
22,redis-1-14,redis-1-14,8,redis-1-3,5,redis-1-18,1
23,redis-1-14,redis-1-14,7,redis-1-3,5,redis-1-18,1
24,redis-1-14,redis-1-14,7,redis-1-3,5,redis-1-18,1,redis-1-19,1,redis-1-13,1
25,redis-1-14,redis-1-14,7,redis-1-3,5,redis-1-18,1,redis-1-4,1,redis-1-13,1
26,redis-1-14,redis-1-14,7,redis-1-3,5,redis-1-18,1,redis-1-13,1,redis-1-11,1
27,redis-1-14,redis-1-14,6,redis-1-3,5,redis-1-18,1,redis-1-13,1,redis-1-11,1,redis-1-19,1
28,redis-1-14,redis-1-14,7,redis-1-3,5,redis-1-18,1,redis-1-13,1,redis-1-19,1,redis-1-11,1
29,redis-1-14,redis-1-14,6,redis-1-3,5,redis-1-18,1,redis-1-13,1,redis-1-19,1,redis-1-11,1
